date,date_id,wind,desc,temp,baro,hum,day,month,day_date,year,day_name,Start_hour,End_hour
"Friday 26 July 2024, 12.00 — 18.00",1721995200000.0,21.0,Broken clouds.,35.0,1001.0,59,2024-07-26,7,26,2024,4,12:00,18:00
"Friday 26 July 2024, 18.00 — 00.00",1722016800000.0,19.0,Partly cloudy.,34.0,1003.0,66,2024-07-26,7,26,2024,4,18:00,00:00
"Saturday 27 July 2024, 00.00 — 06.00",1722038400000.0,19.0,Partly cloudy.,31.0,1003.0,71,2024-07-27,7,27,2024,5,00:00,06:00
"Saturday 27 July 2024, 06.00 — 12.00",1722060000000.0,21.0,Broken clouds.,33.0,1004.0,67,2024-07-27,7,27,2024,5,06:00,12:00
"Saturday 27 July 2024, 12.00 — 18.00",1722081600000.0,20.0,Broken clouds.,36.0,1001.0,56,2024-07-27,7,27,2024,5,12:00,18:00
"Saturday 27 July 2024, 18.00 — 00.00",1722103200000.0,16.0,Partly cloudy.,34.0,1003.0,61,2024-07-27,7,27,2024,5,18:00,00:00
"Sunday 28 July 2024, 00.00 — 06.00",1722124800000.0,16.0,Partly cloudy.,31.0,1002.0,64,2024-07-28,7,28,2024,6,00:00,06:00
"Sunday 28 July 2024, 06.00 — 12.00",1722146400000.0,21.0,Broken clouds.,34.0,1003.0,61,2024-07-28,7,28,2024,6,06:00,12:00
"Sunday 28 July 2024, 12.00 — 18.00",1722168000000.0,21.0,Broken clouds.,35.0,1000.0,54,2024-07-28,7,28,2024,6,12:00,18:00
"Sunday 28 July 2024, 18.00 — 00.00",1722189600000.0,17.0,Partly cloudy.,34.0,1000.0,57,2024-07-28,7,28,2024,6,18:00,00:00
"Monday 29 July 2024, 00.00 — 06.00",1722211200000.0,18.0,Partly cloudy.,31.0,1001.0,66,2024-07-29,7,29,2024,0,00:00,06:00
"Monday 29 July 2024, 06.00 — 12.00",1722232800000.0,17.0,Scattered clouds.,35.0,1002.0,61,2024-07-29,7,29,2024,0,06:00,12:00
"Monday 29 July 2024, 12.00 — 18.00",1722254400000.0,20.0,Broken clouds.,36.0,1000.0,58,2024-07-29,7,29,2024,0,12:00,18:00
"Monday 29 July 2024, 18.00 — 00.00",1722276000000.0,15.0,Broken clouds.,32.0,1001.0,75,2024-07-29,7,29,2024,0,18:00,00:00
"Sunday 14 July 2024, 18.00 — 00.00",1720980000000.0,9.0,Drizzle. Fog.,30.0,1003.0,82,2024-07-14,7,14,2024,6,18:00,00:00
"Monday 15 July 2024, 00.00 — 06.00",1721001600000.0,14.0,Fog.,29.0,1002.0,80,2024-07-15,7,15,2024,0,00:00,06:00
"Monday 15 July 2024, 06.00 — 12.00",1721023200000.0,17.0,Drizzle. Broken clouds.,29.0,1003.0,82,2024-07-15,7,15,2024,0,06:00,12:00
"Monday 15 July 2024, 12.00 — 18.00",1721044800000.0,13.0,Drizzle. Broken clouds.,29.0,1001.0,85,2024-07-15,7,15,2024,0,12:00,18:00
"Monday 15 July 2024, 18.00 — 00.00",1721066400000.0,19.0,Fog.,29.0,1002.0,84,2024-07-15,7,15,2024,0,18:00,00:00
"Tuesday 16 July 2024, 00.00 — 06.00",1721088000000.0,21.0,Fog.,28.0,1001.0,84,2024-07-16,7,16,2024,1,00:00,06:00
"Tuesday 16 July 2024, 06.00 — 12.00",1721109600000.0,21.0,Broken clouds.,31.0,1003.0,79,2024-07-16,7,16,2024,1,06:00,12:00
"Tuesday 16 July 2024, 12.00 — 18.00",1721131200000.0,18.0,Broken clouds.,32.0,1001.0,70,2024-07-16,7,16,2024,1,12:00,18:00
"Tuesday 16 July 2024, 18.00 — 00.00",1721152800000.0,19.0,Drizzle. Fog.,31.0,1002.0,76,2024-07-16,7,16,2024,1,18:00,00:00
"Wednesday 17 July 2024, 00.00 — 06.00",1721174400000.0,17.0,Fog.,29.0,1002.0,83,2024-07-17,7,17,2024,2,00:00,06:00
"Wednesday 17 July 2024, 06.00 — 12.00",1721196000000.0,13.0,Fog.,33.0,1004.0,79,2024-07-17,7,17,2024,2,06:00,12:00
"Wednesday 17 July 2024, 12.00 — 18.00",1721217600000.0,21.0,Broken clouds.,35.0,1001.0,66,2024-07-17,7,17,2024,2,12:00,18:00
"Wednesday 17 July 2024, 18.00 — 00.00",1721239200000.0,20.0,Partly cloudy.,33.0,1003.0,71,2024-07-17,7,17,2024,2,18:00,00:00
"Thursday 18 July 2024, 00.00 — 06.00",1721260800000.0,20.0,Fog.,30.0,1002.0,78,2024-07-18,7,18,2024,3,00:00,06:00
"Thursday 18 July 2024, 06.00 — 12.00",1721282400000.0,18.0,Fog.,32.0,1004.0,75,2024-07-18,7,18,2024,3,06:00,12:00
"Thursday 18 July 2024, 12.00 — 18.00",1721304000000.0,17.0,Broken clouds.,32.0,1002.0,73,2024-07-18,7,18,2024,3,12:00,18:00
"Thursday 18 July 2024, 18.00 — 00.00",1721325600000.0,18.0,Fog.,28.0,1003.0,84,2024-07-18,7,18,2024,3,18:00,00:00
"Friday 19 July 2024, 00.00 — 06.00",1721347200000.0,18.0,Fog.,28.0,1002.0,80,2024-07-19,7,19,2024,4,00:00,06:00
"Friday 19 July 2024, 06.00 — 12.00",1721368800000.0,19.0,Drizzle. Fog.,32.0,1003.0,76,2024-07-19,7,19,2024,4,06:00,12:00
"Friday 19 July 2024, 12.00 — 18.00",1721390400000.0,21.0,Broken clouds.,32.0,1001.0,71,2024-07-19,7,19,2024,4,12:00,18:00
"Friday 19 July 2024, 18.00 — 00.00",1721412000000.0,20.0,Fog.,30.0,1002.0,79,2024-07-19,7,19,2024,4,18:00,00:00
"Saturday 20 July 2024, 00.00 — 06.00",1721433600000.0,14.0,Fog.,28.0,1002.0,79,2024-07-20,7,20,2024,5,00:00,06:00
"Saturday 20 July 2024, 06.00 — 12.00",1721455200000.0,14.0,Fog.,32.0,1004.0,74,2024-07-20,7,20,2024,5,06:00,12:00
"Saturday 20 July 2024, 12.00 — 18.00",1721476800000.0,19.0,Broken clouds.,34.0,1002.0,65,2024-07-20,7,20,2024,5,12:00,18:00
"Saturday 20 July 2024, 18.00 — 00.00",1721498400000.0,14.0,Passing clouds.,33.0,1003.0,67,2024-07-20,7,20,2024,5,18:00,00:00
"Sunday 21 July 2024, 00.00 — 06.00",1721520000000.0,14.0,Passing clouds.,31.0,1003.0,72,2024-07-21,7,21,2024,6,00:00,06:00
"Sunday 21 July 2024, 06.00 — 12.00",1721541600000.0,17.0,Scattered clouds.,32.0,1004.0,69,2024-07-21,7,21,2024,6,06:00,12:00
"Sunday 21 July 2024, 12.00 — 18.00",1721563200000.0,20.0,Broken clouds.,35.0,1002.0,62,2024-07-21,7,21,2024,6,12:00,18:00
"Sunday 21 July 2024, 18.00 — 00.00",1721584800000.0,19.0,Partly cloudy.,34.0,1004.0,65,2024-07-21,7,21,2024,6,18:00,00:00
"Monday 22 July 2024, 00.00 — 06.00",1721606400000.0,15.0,Partly cloudy.,31.0,1004.0,69,2024-07-22,7,22,2024,0,00:00,06:00
"Monday 22 July 2024, 06.00 — 12.00",1721628000000.0,17.0,Broken clouds.,33.0,1006.0,67,2024-07-22,7,22,2024,0,06:00,12:00
"Monday 22 July 2024, 12.00 — 18.00",1721649600000.0,14.0,Broken clouds.,34.0,1004.0,63,2024-07-22,7,22,2024,0,12:00,18:00
"Monday 22 July 2024, 18.00 — 00.00",1721671200000.0,15.0,Partly cloudy.,33.0,1006.0,66,2024-07-22,7,22,2024,0,18:00,00:00
"Tuesday 23 July 2024, 00.00 — 06.00",1721692800000.0,15.0,Passing clouds.,30.0,1006.0,70,2024-07-23,7,23,2024,1,00:00,06:00
"Tuesday 23 July 2024, 06.00 — 12.00",1721714400000.0,18.0,Broken clouds.,34.0,1007.0,66,2024-07-23,7,23,2024,1,06:00,12:00
"Tuesday 23 July 2024, 12.00 — 18.00",1721736000000.0,21.0,Broken clouds.,36.0,1004.0,59,2024-07-23,7,23,2024,1,12:00,18:00
"Tuesday 23 July 2024, 18.00 — 00.00",1721757600000.0,12.0,Fog.,34.0,1006.0,80,2024-07-23,7,23,2024,1,18:00,00:00
"Wednesday 24 July 2024, 00.00 — 06.00",1721779200000.0,16.0,Fog.,29.0,1005.0,81,2024-07-24,7,24,2024,2,00:00,06:00
"Wednesday 24 July 2024, 06.00 — 12.00",1721800800000.0,17.0,Scattered clouds.,34.0,1005.0,69,2024-07-24,7,24,2024,2,06:00,12:00
"Wednesday 24 July 2024, 12.00 — 18.00",1721822400000.0,20.0,Scattered clouds.,35.0,1002.0,57,2024-07-24,7,24,2024,2,12:00,18:00
"Wednesday 24 July 2024, 18.00 — 00.00",1721844000000.0,16.0,Partly cloudy.,34.0,1003.0,65,2024-07-24,7,24,2024,2,18:00,00:00
"Thursday 25 July 2024, 00.00 — 06.00",1721865600000.0,15.0,Partly cloudy.,30.0,1003.0,72,2024-07-25,7,25,2024,3,00:00,06:00
"Thursday 25 July 2024, 06.00 — 12.00",1721887200000.0,18.0,Broken clouds.,34.0,1004.0,68,2024-07-25,7,25,2024,3,06:00,12:00
"Thursday 25 July 2024, 12.00 — 18.00",1721908800000.0,19.0,Broken clouds.,36.0,1001.0,60,2024-07-25,7,25,2024,3,12:00,18:00
"Thursday 25 July 2024, 18.00 — 00.00",1721930400000.0,16.0,Partly cloudy.,34.0,1003.0,70,2024-07-25,7,25,2024,3,18:00,00:00
"Friday 26 July 2024, 00.00 — 06.00",1721952000000.0,16.0,Partly cloudy.,30.0,1003.0,75,2024-07-26,7,26,2024,4,00:00,06:00
"Friday 26 July 2024, 06.00 — 12.00",1721973600000.0,19.0,Broken clouds.,34.0,1004.0,69,2024-07-26,7,26,2024,4,06:00,12:00
"Friday 26 July 2024, 12.00 — 18.00",1721995200000.0,21.0,Broken clouds.,35.0,1001.0,59,2024-07-26,7,26,2024,4,12:00,18:00
"Friday 26 July 2024, 18.00 — 00.00",1722016800000.0,19.0,Partly cloudy.,34.0,1003.0,66,2024-07-26,7,26,2024,4,18:00,00:00
"Saturday 27 July 2024, 00.00 — 06.00",1722038400000.0,19.0,Partly cloudy.,31.0,1003.0,71,2024-07-27,7,27,2024,5,00:00,06:00
"Saturday 27 July 2024, 06.00 — 12.00",1722060000000.0,21.0,Broken clouds.,33.0,1004.0,67,2024-07-27,7,27,2024,5,06:00,12:00
"Saturday 27 July 2024, 12.00 — 18.00",1722081600000.0,20.0,Broken clouds.,36.0,1001.0,56,2024-07-27,7,27,2024,5,12:00,18:00
"Saturday 27 July 2024, 18.00 — 00.00",1722103200000.0,16.0,Partly cloudy.,34.0,1003.0,61,2024-07-27,7,27,2024,5,18:00,00:00
"Sunday 28 July 2024, 00.00 — 06.00",1722124800000.0,16.0,Partly cloudy.,31.0,1002.0,64,2024-07-28,7,28,2024,6,00:00,06:00
"Sunday 28 July 2024, 06.00 — 12.00",1722146400000.0,21.0,Broken clouds.,34.0,1003.0,61,2024-07-28,7,28,2024,6,06:00,12:00
"Sunday 28 July 2024, 12.00 — 18.00",1722168000000.0,21.0,Broken clouds.,35.0,1000.0,54,2024-07-28,7,28,2024,6,12:00,18:00
"Sunday 28 July 2024, 18.00 — 00.00",1722189600000.0,17.0,Partly cloudy.,34.0,1000.0,57,2024-07-28,7,28,2024,6,18:00,00:00
"Monday 29 July 2024, 00.00 — 06.00",1722211200000.0,18.0,Partly cloudy.,31.0,1001.0,66,2024-07-29,7,29,2024,0,00:00,06:00
"Monday 29 July 2024, 06.00 — 12.00",1722232800000.0,17.0,Scattered clouds.,35.0,1002.0,61,2024-07-29,7,29,2024,0,06:00,12:00
"Monday 29 July 2024, 12.00 — 18.00",1722254400000.0,20.0,Broken clouds.,36.0,1000.0,58,2024-07-29,7,29,2024,0,12:00,18:00
"Monday 29 July 2024, 18.00 — 00.00",1722276000000.0,15.0,Broken clouds.,32.0,1001.0,75,2024-07-29,7,29,2024,0,18:00,00:00
"Sunday 14 July 2024, 18.00 — 00.00",1720980000000.0,9.0,Drizzle. Fog.,30.0,1003.0,82,2024-07-14,7,14,2024,6,18:00,00:00
"Monday 15 July 2024, 00.00 — 06.00",1721001600000.0,14.0,Fog.,29.0,1002.0,80,2024-07-15,7,15,2024,0,00:00,06:00
"Monday 15 July 2024, 06.00 — 12.00",1721023200000.0,17.0,Drizzle. Broken clouds.,29.0,1003.0,82,2024-07-15,7,15,2024,0,06:00,12:00
"Monday 15 July 2024, 12.00 — 18.00",1721044800000.0,13.0,Drizzle. Broken clouds.,29.0,1001.0,85,2024-07-15,7,15,2024,0,12:00,18:00
"Monday 15 July 2024, 18.00 — 00.00",1721066400000.0,19.0,Fog.,29.0,1002.0,84,2024-07-15,7,15,2024,0,18:00,00:00
"Tuesday 16 July 2024, 00.00 — 06.00",1721088000000.0,21.0,Fog.,28.0,1001.0,84,2024-07-16,7,16,2024,1,00:00,06:00
"Tuesday 16 July 2024, 06.00 — 12.00",1721109600000.0,21.0,Broken clouds.,31.0,1003.0,79,2024-07-16,7,16,2024,1,06:00,12:00
"Tuesday 16 July 2024, 12.00 — 18.00",1721131200000.0,18.0,Broken clouds.,32.0,1001.0,70,2024-07-16,7,16,2024,1,12:00,18:00
"Tuesday 16 July 2024, 18.00 — 00.00",1721152800000.0,19.0,Drizzle. Fog.,31.0,1002.0,76,2024-07-16,7,16,2024,1,18:00,00:00
"Wednesday 17 July 2024, 00.00 — 06.00",1721174400000.0,17.0,Fog.,29.0,1002.0,83,2024-07-17,7,17,2024,2,00:00,06:00
"Wednesday 17 July 2024, 06.00 — 12.00",1721196000000.0,13.0,Fog.,33.0,1004.0,79,2024-07-17,7,17,2024,2,06:00,12:00
"Wednesday 17 July 2024, 12.00 — 18.00",1721217600000.0,21.0,Broken clouds.,35.0,1001.0,66,2024-07-17,7,17,2024,2,12:00,18:00
"Wednesday 17 July 2024, 18.00 — 00.00",1721239200000.0,20.0,Partly cloudy.,33.0,1003.0,71,2024-07-17,7,17,2024,2,18:00,00:00
"Thursday 18 July 2024, 00.00 — 06.00",1721260800000.0,20.0,Fog.,30.0,1002.0,78,2024-07-18,7,18,2024,3,00:00,06:00
"Thursday 18 July 2024, 06.00 — 12.00",1721282400000.0,18.0,Fog.,32.0,1004.0,75,2024-07-18,7,18,2024,3,06:00,12:00
"Thursday 18 July 2024, 12.00 — 18.00",1721304000000.0,17.0,Broken clouds.,32.0,1002.0,73,2024-07-18,7,18,2024,3,12:00,18:00
"Thursday 18 July 2024, 18.00 — 00.00",1721325600000.0,18.0,Fog.,28.0,1003.0,84,2024-07-18,7,18,2024,3,18:00,00:00
"Friday 19 July 2024, 00.00 — 06.00",1721347200000.0,18.0,Fog.,28.0,1002.0,80,2024-07-19,7,19,2024,4,00:00,06:00
"Friday 19 July 2024, 06.00 — 12.00",1721368800000.0,19.0,Drizzle. Fog.,32.0,1003.0,76,2024-07-19,7,19,2024,4,06:00,12:00
"Friday 19 July 2024, 12.00 — 18.00",1721390400000.0,21.0,Broken clouds.,32.0,1001.0,71,2024-07-19,7,19,2024,4,12:00,18:00
"Friday 19 July 2024, 18.00 — 00.00",1721412000000.0,20.0,Fog.,30.0,1002.0,79,2024-07-19,7,19,2024,4,18:00,00:00
"Saturday 20 July 2024, 00.00 — 06.00",1721433600000.0,14.0,Fog.,28.0,1002.0,79,2024-07-20,7,20,2024,5,00:00,06:00
"Saturday 20 July 2024, 06.00 — 12.00",1721455200000.0,14.0,Fog.,32.0,1004.0,74,2024-07-20,7,20,2024,5,06:00,12:00
"Saturday 20 July 2024, 12.00 — 18.00",1721476800000.0,19.0,Broken clouds.,34.0,1002.0,65,2024-07-20,7,20,2024,5,12:00,18:00
"Saturday 20 July 2024, 18.00 — 00.00",1721498400000.0,14.0,Passing clouds.,33.0,1003.0,67,2024-07-20,7,20,2024,5,18:00,00:00
"Sunday 21 July 2024, 00.00 — 06.00",1721520000000.0,14.0,Passing clouds.,31.0,1003.0,72,2024-07-21,7,21,2024,6,00:00,06:00
"Sunday 21 July 2024, 06.00 — 12.00",1721541600000.0,17.0,Scattered clouds.,32.0,1004.0,69,2024-07-21,7,21,2024,6,06:00,12:00
"Sunday 21 July 2024, 12.00 — 18.00",1721563200000.0,20.0,Broken clouds.,35.0,1002.0,62,2024-07-21,7,21,2024,6,12:00,18:00
"Sunday 21 July 2024, 18.00 — 00.00",1721584800000.0,19.0,Partly cloudy.,34.0,1004.0,65,2024-07-21,7,21,2024,6,18:00,00:00
"Monday 22 July 2024, 00.00 — 06.00",1721606400000.0,15.0,Partly cloudy.,31.0,1004.0,69,2024-07-22,7,22,2024,0,00:00,06:00
"Monday 22 July 2024, 06.00 — 12.00",1721628000000.0,17.0,Broken clouds.,33.0,1006.0,67,2024-07-22,7,22,2024,0,06:00,12:00
"Monday 22 July 2024, 12.00 — 18.00",1721649600000.0,14.0,Broken clouds.,34.0,1004.0,63,2024-07-22,7,22,2024,0,12:00,18:00
"Monday 22 July 2024, 18.00 — 00.00",1721671200000.0,15.0,Partly cloudy.,33.0,1006.0,66,2024-07-22,7,22,2024,0,18:00,00:00
"Tuesday 23 July 2024, 00.00 — 06.00",1721692800000.0,15.0,Passing clouds.,30.0,1006.0,70,2024-07-23,7,23,2024,1,00:00,06:00
"Tuesday 23 July 2024, 06.00 — 12.00",1721714400000.0,18.0,Broken clouds.,34.0,1007.0,66,2024-07-23,7,23,2024,1,06:00,12:00
"Tuesday 23 July 2024, 12.00 — 18.00",1721736000000.0,21.0,Broken clouds.,36.0,1004.0,59,2024-07-23,7,23,2024,1,12:00,18:00
"Tuesday 23 July 2024, 18.00 — 00.00",1721757600000.0,12.0,Fog.,34.0,1006.0,80,2024-07-23,7,23,2024,1,18:00,00:00
"Wednesday 24 July 2024, 00.00 — 06.00",1721779200000.0,16.0,Fog.,29.0,1005.0,81,2024-07-24,7,24,2024,2,00:00,06:00
"Wednesday 24 July 2024, 06.00 — 12.00",1721800800000.0,17.0,Scattered clouds.,34.0,1005.0,69,2024-07-24,7,24,2024,2,06:00,12:00
"Wednesday 24 July 2024, 12.00 — 18.00",1721822400000.0,20.0,Scattered clouds.,35.0,1002.0,57,2024-07-24,7,24,2024,2,12:00,18:00
"Wednesday 24 July 2024, 18.00 — 00.00",1721844000000.0,16.0,Partly cloudy.,34.0,1003.0,65,2024-07-24,7,24,2024,2,18:00,00:00
"Thursday 25 July 2024, 00.00 — 06.00",1721865600000.0,15.0,Partly cloudy.,30.0,1003.0,72,2024-07-25,7,25,2024,3,00:00,06:00
"Thursday 25 July 2024, 06.00 — 12.00",1721887200000.0,18.0,Broken clouds.,34.0,1004.0,68,2024-07-25,7,25,2024,3,06:00,12:00
"Thursday 25 July 2024, 12.00 — 18.00",1721908800000.0,19.0,Broken clouds.,36.0,1001.0,60,2024-07-25,7,25,2024,3,12:00,18:00
"Thursday 25 July 2024, 18.00 — 00.00",1721930400000.0,16.0,Partly cloudy.,34.0,1003.0,70,2024-07-25,7,25,2024,3,18:00,00:00
"Friday 26 July 2024, 00.00 — 06.00",1721952000000.0,16.0,Partly cloudy.,30.0,1003.0,75,2024-07-26,7,26,2024,4,00:00,06:00
"Friday 26 July 2024, 06.00 — 12.00",1721973600000.0,19.0,Broken clouds.,34.0,1004.0,69,2024-07-26,7,26,2024,4,06:00,12:00
"Friday 26 July 2024, 12.00 — 18.00",1721995200000.0,21.0,Broken clouds.,35.0,1001.0,59,2024-07-26,7,26,2024,4,12:00,18:00
"Friday 26 July 2024, 18.00 — 00.00",1722016800000.0,19.0,Partly cloudy.,34.0,1003.0,66,2024-07-26,7,26,2024,4,18:00,00:00
"Saturday 27 July 2024, 00.00 — 06.00",1722038400000.0,19.0,Partly cloudy.,31.0,1003.0,71,2024-07-27,7,27,2024,5,00:00,06:00
"Saturday 27 July 2024, 06.00 — 12.00",1722060000000.0,21.0,Broken clouds.,33.0,1004.0,67,2024-07-27,7,27,2024,5,06:00,12:00
"Saturday 27 July 2024, 12.00 — 18.00",1722081600000.0,20.0,Broken clouds.,36.0,1001.0,56,2024-07-27,7,27,2024,5,12:00,18:00
"Saturday 27 July 2024, 18.00 — 00.00",1722103200000.0,16.0,Partly cloudy.,34.0,1003.0,61,2024-07-27,7,27,2024,5,18:00,00:00
"Sunday 28 July 2024, 00.00 — 06.00",1722124800000.0,16.0,Partly cloudy.,31.0,1002.0,64,2024-07-28,7,28,2024,6,00:00,06:00
"Sunday 28 July 2024, 06.00 — 12.00",1722146400000.0,21.0,Broken clouds.,34.0,1003.0,61,2024-07-28,7,28,2024,6,06:00,12:00
"Sunday 28 July 2024, 12.00 — 18.00",1722168000000.0,21.0,Broken clouds.,35.0,1000.0,54,2024-07-28,7,28,2024,6,12:00,18:00
"Sunday 28 July 2024, 18.00 — 00.00",1722189600000.0,17.0,Partly cloudy.,34.0,1000.0,57,2024-07-28,7,28,2024,6,18:00,00:00
"Monday 29 July 2024, 00.00 — 06.00",1722211200000.0,18.0,Partly cloudy.,31.0,1001.0,66,2024-07-29,7,29,2024,0,00:00,06:00
"Monday 29 July 2024, 06.00 — 12.00",1722232800000.0,17.0,Scattered clouds.,35.0,1002.0,61,2024-07-29,7,29,2024,0,06:00,12:00
"Monday 29 July 2024, 12.00 — 18.00",1722254400000.0,20.0,Broken clouds.,36.0,1000.0,58,2024-07-29,7,29,2024,0,12:00,18:00
"Monday 29 July 2024, 18.00 — 00.00",1722276000000.0,15.0,Broken clouds.,32.0,1001.0,75,2024-07-29,7,29,2024,0,18:00,00:00
"Wednesday 9 September 2009, 00.00 — 06.00",1252454400000.0,4.0,Passing clouds.,30.0,1006.0,79,2009-09-09,9,9,2009,2,00:00,06:00
"Wednesday 9 September 2009, 06.00 — 12.00",1252476000000.0,11.0,Clear.,34.0,1007.0,59,2009-09-09,9,9,2009,2,06:00,12:00
"Wednesday 9 September 2009, 12.00 — 18.00",1252497600000.0,14.0,Passing clouds.,37.0,1004.0,53,2009-09-09,9,9,2009,2,12:00,18:00
"Wednesday 9 September 2009, 18.00 — 00.00",1252519200000.0,0.0,No weather data available,,0.0,0,2009-09-09,9,9,2009,2,18:00,00:00
"Thursday 10 September 2009, 00.00 — 06.00",1252540800000.0,4.0,Passing clouds.,30.0,1006.0,82,2009-09-10,9,10,2009,3,00:00,06:00
"Thursday 10 September 2009, 06.00 — 12.00",1252562400000.0,10.0,Clear.,35.0,1007.0,62,2009-09-10,9,10,2009,3,06:00,12:00
"Thursday 10 September 2009, 12.00 — 18.00",1252584000000.0,12.0,Passing clouds.,37.0,1005.0,48,2009-09-10,9,10,2009,3,12:00,18:00
"Thursday 10 September 2009, 18.00 — 00.00",1252605600000.0,7.0,Passing clouds.,31.0,1007.0,70,2009-09-10,9,10,2009,3,18:00,00:00
"Friday 11 September 2009, 00.00 — 06.00",1252627200000.0,0.0,Passing clouds.,29.0,1007.0,83,2009-09-11,9,11,2009,4,00:00,06:00
"Friday 11 September 2009, 06.00 — 12.00",1252648800000.0,8.0,Passing clouds.,34.0,1008.0,67,2009-09-11,9,11,2009,4,06:00,12:00
"Friday 11 September 2009, 12.00 — 18.00",1252670400000.0,12.0,Passing clouds.,36.0,1006.0,56,2009-09-11,9,11,2009,4,12:00,18:00
"Friday 11 September 2009, 18.00 — 00.00",1252692000000.0,10.0,Passing clouds.,31.0,1009.0,76,2009-09-11,9,11,2009,4,18:00,00:00
"Saturday 12 September 2009, 00.00 — 06.00",1252713600000.0,2.0,Passing clouds.,30.0,1008.0,81,2009-09-12,9,12,2009,5,00:00,06:00
"Saturday 12 September 2009, 06.00 — 12.00",1252735200000.0,5.0,Scattered clouds.,35.0,1010.0,70,2009-09-12,9,12,2009,5,06:00,12:00
"Saturday 12 September 2009, 12.00 — 18.00",1252756800000.0,11.0,Passing clouds.,35.0,1007.0,60,2009-09-12,9,12,2009,5,12:00,18:00
"Saturday 12 September 2009, 18.00 — 00.00",1252778400000.0,1.0,Passing clouds.,31.0,1010.0,75,2009-09-12,9,12,2009,5,18:00,00:00
"Sunday 13 September 2009, 00.00 — 06.00",1252800000000.0,0.0,Passing clouds.,29.0,1009.0,82,2009-09-13,9,13,2009,6,00:00,06:00
"Sunday 13 September 2009, 06.00 — 12.00",1252821600000.0,5.0,Scattered clouds.,35.0,1011.0,73,2009-09-13,9,13,2009,6,06:00,12:00
"Sunday 13 September 2009, 12.00 — 18.00",1252843200000.0,12.0,Passing clouds.,36.0,1007.0,60,2009-09-13,9,13,2009,6,12:00,18:00
"Sunday 13 September 2009, 18.00 — 00.00",1252864800000.0,2.0,Passing clouds.,31.0,1009.0,73,2009-09-13,9,13,2009,6,18:00,00:00
"Monday 14 September 2009, 00.00 — 06.00",1252886400000.0,5.0,Passing clouds.,30.0,1009.0,82,2009-09-14,9,14,2009,0,00:00,06:00
"Monday 14 September 2009, 06.00 — 12.00",1252908000000.0,8.0,Clear.,35.0,1011.0,64,2009-09-14,9,14,2009,0,06:00,12:00
"Monday 14 September 2009, 12.00 — 18.00",1252929600000.0,6.0,Scattered clouds.,37.0,1007.0,53,2009-09-14,9,14,2009,0,12:00,18:00
"Monday 14 September 2009, 18.00 — 00.00",1252951200000.0,1.0,Passing clouds.,31.0,1008.0,78,2009-09-14,9,14,2009,0,18:00,00:00
"Tuesday 15 September 2009, 00.00 — 06.00",1252972800000.0,0.0,Passing clouds.,30.0,1007.0,82,2009-09-15,9,15,2009,1,00:00,06:00
"Tuesday 15 September 2009, 06.00 — 12.00",1252994400000.0,4.0,Passing clouds.,35.0,1008.0,65,2009-09-15,9,15,2009,1,06:00,12:00
"Tuesday 15 September 2009, 12.00 — 18.00",1253016000000.0,6.0,Passing clouds.,37.0,1005.0,54,2009-09-15,9,15,2009,1,12:00,18:00
"Tuesday 15 September 2009, 18.00 — 00.00",1253037600000.0,2.0,Thunderstorms. Partly cloudy.,30.0,672.0,82,2009-09-15,9,15,2009,1,18:00,00:00
"Wednesday 16 September 2009, 00.00 — 06.00",1253059200000.0,14.0,Passing clouds.,28.0,1007.0,89,2009-09-16,9,16,2009,2,00:00,06:00
"Wednesday 16 September 2009, 06.00 — 12.00",1253080800000.0,9.0,Passing clouds.,36.0,1007.0,60,2009-09-16,9,16,2009,2,06:00,12:00
"Wednesday 16 September 2009, 12.00 — 18.00",1253102400000.0,4.0,Broken clouds.,36.0,1004.0,63,2009-09-16,9,16,2009,2,12:00,18:00
"Wednesday 16 September 2009, 18.00 — 00.00",1253124000000.0,2.0,Passing clouds.,32.0,1007.0,80,2009-09-16,9,16,2009,2,18:00,00:00
"Thursday 17 September 2009, 00.00 — 06.00",1253145600000.0,0.0,Partly cloudy.,28.0,1006.0,86,2009-09-17,9,17,2009,3,00:00,06:00
"Thursday 17 September 2009, 06.00 — 12.00",1253167200000.0,2.0,Scattered clouds.,36.0,1008.0,68,2009-09-17,9,17,2009,3,06:00,12:00
"Thursday 17 September 2009, 12.00 — 18.00",1253188800000.0,7.0,Scattered clouds.,38.0,1005.0,53,2009-09-17,9,17,2009,3,12:00,18:00
"Thursday 17 September 2009, 18.00 — 00.00",1253210400000.0,1.0,Passing clouds.,32.0,1008.0,70,2009-09-17,9,17,2009,3,18:00,00:00
"Friday 18 September 2009, 00.00 — 06.00",1253232000000.0,7.0,Passing clouds.,30.0,1007.0,86,2009-09-18,9,18,2009,4,00:00,06:00
"Friday 18 September 2009, 06.00 — 12.00",1253253600000.0,3.0,Scattered clouds.,37.0,1009.0,65,2009-09-18,9,18,2009,4,06:00,12:00
"Friday 18 September 2009, 12.00 — 18.00",1253275200000.0,12.0,Passing clouds.,37.0,1006.0,46,2009-09-18,9,18,2009,4,12:00,18:00
"Friday 18 September 2009, 18.00 — 00.00",1253296800000.0,5.0,Passing clouds.,31.0,1009.0,68,2009-09-18,9,18,2009,4,18:00,00:00
